Title,url,Question,Answer,Correct Answer
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 21: Chu kì lấy mẫu là gì? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 22: Hình ảnh hiển thị trên máy tính sử dụng hệ màu nào? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 23: Lấy mẫu là công việc được thức hiện ở bước nào trong phương pháp cơ bản số hoá âm thanh? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 24: Mạng cục bộ viết tắt là gì? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 25: Phần mềm có thể chia thành mấy nhóm? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,"Câu 26: Các thiết bị sau đây, thiết bị nào không phải là thiết bị mạng? ","['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,"Câu 27: Theo cơ chế lây nhiễm, có mấy loại phần mềm độc hại? ","['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 28: Có mấy kiểu quét trong Window Defender? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 29: Trang web hiển thị đầu tiên khi ta truy cập vào website gọi là gì? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 30: Nghị định 15/2020/NĐ-CP ban hành ngày 3/2/2020 quy định điều gì? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 31: Công bố thông tin cá nhân hay tổ chức mà không được phép là loại hành vi vi phạm gì? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 32: Phần mềm Inkscape có sản phẩm đuôi mở rộng là ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 33: Phép hợp các đối tượng đồ họa cần dùng tổ hợp phím gì? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 34: Chọn từ còn thiếu trong câu sau: Khi nối các đoạn thẳng hoặc đoạn cong với nhau ta thu được đường cong … hơn ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 35: Khi muốn chỉ xuất tệp ảnh cho các đối tượng đang được chọn ta chọn phần nào? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 36: Cho đoạn chương trình: j = 0 for i in range(5): j = j + i print(j) Sau khi thực hiện chương trình giá trị của biến j bằng bao nhiêu? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,"Câu 37: Cho đoạn lệnh sau: for i in range(1,10,2): print(i) Trên màn hình i có các giá trị là ","['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 38: Số công việc cần phải lặp với số lần xác định? 1) Đếm số học sinh của lớp. 2) Đếm số chia hết cho 5 trong đoạn từ 10 tới 100. 3) Đọc tên lần lượt từng học sinh của một lớp có 30 em. 4) Chạy 5 vòng sân bóng. 5) Tính tổng các số có 2 chữ số. ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 39: Xác định số vòng lặp cho bài toán: tính tổng các số nguyên từ 1 đến 100? ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì I,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-i.html,Câu 40: Cho đoạn lệnh sau: for i in range(5): print(i) Trên màn hình i có các giá trị là ,"['A. 0 1 2 3 4 5.', 'B. 1 2 3 4 5.', 'C. 0 1 2 3 4.', 'D. 1 2 3 4.']",['C. 0 1 2 3 4.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 1: Câu lệnh sau giải bài toán nào: while M != N: if M > N: M = M – N else: N = N – M ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 2: Vòng lặp while - do kết thúc khi nào? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 3:  Cho đoạn chương trình python sau: Tong = 0 while Tong < 10: Tong = Tong + 1 Sau khi đoạn chương trình trên được thực hiện, giá trị của tổng bằng bao nhiêu: ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 5: Cấu trúc rẽ nhánh có các khối lệnh thực hiện lệnh ra sao? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 6: Lệnh xoá một phần tử của một danh sách A có chỉ số i là ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 8: Để khai báo một danh sách rỗng ta dùng cú pháp sau ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 9: Số phát biểu đúng là 1) Sau khi thực hiện lệnh clear(), các phần tử trả về giá trị 0. 2) Lệnh remove trả về giá trị False nếu không có trong danh sách. 3) remove() có tác dụng xoá một phần tử có giá trị cho trước trong list. 4) Lệnh remove() có tác dụng xoá một phần tử ở vị trí cho trước. ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 10: Kết quả trả lại khi dùng toán tử in để kiểm tra một phần tử có nằm trong danh sách đã cho không là gì? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 11: Xâu “1234%^^%TFRESDRG” có độ dài bằng bao nhiêu? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 13: Cho xâu s1=’abc’, xâu s2=’abc’. Khẳng định nào sau đây đúng ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 14: Sau khi thực hiện lệnh sau, biến s sẽ có kết quả là s1 =""3986443"" s2 = """" for ch in s1: if int(ch) % 2 == 0: s2 = s2 + ch print(s2) ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 15: Điền đáp án đúng vào chỗ chấm (…) hoàn thành phát biểu đúng sau “Python có các … để xử lí xâu là … dùng để tách câu thành một danh sách và lệnh join() dùng để … các xâu thành một xâu”. ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 17: Muốn nối danh sách gồm các từ thành một xâu ta dùng lệnh nào? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 18: Kết quả của các câu lệnh sau là gì? s = ""12 34 56 ab cd de "" print(s. find("" "")) print(s.find(""12"")) print(s. find(""34"")) ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 19:  Chương trình sau cho ra kết quả là gì greeting = 'Good ' time = 'Afternoon' greeting = greeting + time + '!' print(greeting) ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 21: Kết quả của chương trình sau là gì? a = ""Hello""b = ""world""c = a + "" "" + bprint(c) ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 22: Lệnh sau trả lại giá trị gì? ""Trường Sơn"".find(""Sơn"",8) ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 23: Kết quả của chương trình sau: def my_function(x): return 3 * x print(my_function(3)) print(my_function(5)) print(my_function(9)) ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 24: Hàm sau có chức năng gì? def sum(a, b): print(""sum = "" + str(a + b)) ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 25: Nghề phát triển phần mềm có những yêu cầu nào về kĩ năng? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 26: Kỹ sư phần mềm dùng để chỉ ai? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 27: Đâu là lĩnh vực mà các công việc phát triển phần mềm có thể tham gia? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 28: Các hình ảnh đồ họa không gồm thành phần nào? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 29: Thiết kế đồ họa là thao tác…. ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 30: Trường nào sau đây có đào tạo ngành thiết kế đồ họa? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 31: Chương trình sau bị lỗi ở dòng lệnh thứ bao nhiêu ? >>> fruits = ['Banana', 'Apple', 'Lime'] >>> loud_fruits = [fruit.upper() for fruit in fruits] >>> print(loud_fruits) >>> list(enumerate(fruits)) ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,"Câu 32: Chương trình chạy phát sinh lỗi ngoại lệ NameError, nên xử lí như thế nào? ","['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 33: Điểm dừng (break point) trong các phần mềm soạn thảo lập trình có ý nghĩa gì? ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
Trắc nghiệm Tin học 10 kết nối tri thức kì II,https://tech12h.com/bai-hoc/trac-nghiem-tin-hoc-10-ket-noi-tri-thuc-ki-ii.html,Câu 34:  Mã lỗi ngoại lệ của lệnh sau là s = “12” + 12 ,"['A.a.', 'B.b.', 'C.r.', 'D.Chương trình bị lỗi.']",['B.\xa0b.']
